0,xpos_1,ypos_1,height_1,xpos_2,ypos_2,height_2,xpos_3,ypos_3,height_3,focus
1,33.84317448621887,34.39272923305751,176884.38762998267,22.97715563870175,30.43916936739289,3350.410849482335,12.96913351702083,34.71096717581457,18034.401526814956,-3.061123681205155
2,1.0,1.0,1000.0,1.5,1.5,500.0,1.5,1.5,500.0,3.0
