-41089.91125145991,"[6.61092405e+01 4.72594395e+01 5.11316256e+03 7.14818592e+01
 5.17262671e+01 3.31635374e+02 1.57418972e+00]"
-40899.29764611565,"[6.62819371e+01 4.68572038e+01 6.71916097e+03 7.00338010e+01
 5.09517447e+01 3.90459919e+02 1.54272873e+00]"
-41004.18036627396,"[6.61813909e+01 4.78905352e+01 7.08048864e+03 7.27356142e+01
 5.19645675e+01 6.53006291e+02 1.63195075e+00]"
-40423.62334784267,"[6.64896789e+01 4.75886977e+01 1.12990980e+04 6.96820074e+01
 5.39405535e+01 6.30642305e+02 1.46706038e+00]"
-40862.81270757323,"[6.62080194e+01 4.70435244e+01 5.96063377e+03 7.05674374e+01
 5.13076360e+01 4.46774135e+02 1.46435343e+00]"
-41053.64901482558,"[6.60788961e+01 4.72192252e+01 5.29471851e+03 7.11225437e+01
 5.17351237e+01 5.06753532e+02 1.38600466e+00]"
-41023.31187604232,"[6.66504013e+01 4.70925765e+01 7.51160221e+03 7.20874665e+01
 5.22153579e+01 3.52443200e+02 1.52844278e+00]"
-40550.09122211745,"[6.65277827e+01 4.74181117e+01 6.95711093e+03 7.25433685e+01
 5.22266419e+01 4.35950754e+02 1.45814464e+00]"
-40252.17147343454,"[6.60269173e+01 4.74758167e+01 6.88710606e+03 6.89413029e+01
 5.27779161e+01 3.85067682e+02 1.66333384e+00]"
-40607.501393022336,"[6.60471454e+01 4.77386575e+01 7.44290246e+03 7.34245717e+01
 5.20505514e+01 6.74801808e+02 1.66450932e+00]"
-40385.72996793861,"[6.61692027e+01 4.77334481e+01 7.81590562e+03 6.96730024e+01
 5.19856230e+01 6.05570644e+02 1.41256085e+00]"
-40611.84241584877,"[6.64680162e+01 4.75694661e+01 1.13834499e+04 6.96667091e+01
 5.39760619e+01 6.33143727e+02 1.46557415e+00]"
-40762.13126216177,"[6.62409208e+01 4.78633057e+01 8.28406150e+03 7.00418111e+01
 5.15862723e+01 7.16713846e+02 1.28616022e+00]"
-40249.832771009686,"[6.60641254e+01 4.74140027e+01 7.19065005e+03 6.85570891e+01
 5.30631586e+01 3.76983067e+02 1.70112898e+00]"
-41086.72432652954,"[6.58166382e+01 4.79001369e+01 9.02202063e+03 6.90958031e+01
 5.35437805e+01 6.54257508e+02 1.37207515e+00]"
-41025.94074983059,"[6.64618848e+01 4.73795982e+01 5.45407607e+03 7.17117943e+01
 5.18735567e+01 4.95457082e+02 1.31532488e+00]"
-40894.343812571635,"[6.56076867e+01 4.75219237e+01 8.48888178e+03 7.45415393e+01
 5.19800807e+01 7.19964500e+02 1.72589148e+00]"
-40851.598468393226,"[6.63242776e+01 4.78421629e+01 7.35660662e+03 6.98584296e+01
 5.18502879e+01 6.07219131e+02 1.42488399e+00]"
-40789.328817966736,"[6.63007821e+01 4.71454374e+01 5.87373692e+03 7.04997588e+01
 5.12429885e+01 4.49910615e+02 1.46087525e+00]"
-41027.47014572977,"[6.58065014e+01 4.74657726e+01 6.24897972e+03 7.15248550e+01
 5.30033281e+01 6.59434191e+02 1.56832857e+00]"
-41001.158780069425,"[6.66267463e+01 4.75778137e+01 7.28910201e+03 6.84191651e+01
 5.23701833e+01 4.95512474e+02 1.55097918e+00]"
-40864.0229387214,"[6.62173508e+01 4.80135666e+01 6.38586744e+03 7.04607758e+01
 5.15625341e+01 4.60169845e+02 1.23949654e+00]"
-41073.91688367727,"[6.67505014e+01 4.73939292e+01 7.25800676e+03 7.35678292e+01
 5.26276936e+01 4.97287316e+02 1.50110727e+00]"
-41015.52174340004,"[6.65217298e+01 4.76865140e+01 5.38678687e+03 7.09003949e+01
 5.23368540e+01 5.95334190e+02 1.51139242e+00]"
-39781.66080133671,"[6.61856316e+01 4.76779823e+01 1.02510041e+04 6.98271321e+01
 4.99921815e+01 4.93470484e+02 1.56319421e+00]"
-41026.13055616501,"[6.63708602e+01 4.73275536e+01 5.15953490e+03 7.01224019e+01
 5.18608209e+01 4.50859553e+02 1.48746361e+00]"
-40477.219327531886,"[6.65165282e+01 4.72167700e+01 7.95446320e+03 7.29483198e+01
 5.10477486e+01 3.82129879e+02 1.34599554e+00]"
-40217.785973770995,"[6.56314019e+01 4.74773547e+01 8.54246715e+03 6.76752670e+01
 5.37037440e+01 2.75263801e+02 1.86406551e+00]"
-41080.27048154443,"[6.67468088e+01 4.72779201e+01 5.63147198e+03 6.85123156e+01
 4.86632340e+01 3.39306257e+02 1.55589447e+00]"
-40799.18799017483,"[6.59430169e+01 4.78192146e+01 8.36746842e+03 7.44472121e+01
 5.11866679e+01 7.09514495e+02 1.60354268e+00]"
-40326.51070045753,"[6.64925107e+01 4.75738294e+01 6.69734773e+03 6.88905002e+01
 5.19099553e+01 4.45096377e+02 1.47401367e+00]"
-40387.06994195061,"[6.61365474e+01 4.77488872e+01 7.92761876e+03 6.96195408e+01
 5.21299431e+01 6.10080132e+02 1.40881097e+00]"
-40984.00743303536,"[6.67010005e+01 4.75800177e+01 7.61643884e+03 6.81584397e+01
 5.26247645e+01 5.23400816e+02 1.59355368e+00]"
-40855.58925366804,"[6.62898600e+01 4.71391294e+01 5.88708110e+03 7.04986806e+01
 5.12303719e+01 4.50413083e+02 1.46091487e+00]"
-40800.84609871192,"[6.62014062e+01 4.76576746e+01 6.92488591e+03 7.28503429e+01
 5.20102994e+01 6.56355191e+02 1.61422128e+00]"
-41104.25950205456,"[6.62291044e+01 4.79844494e+01 6.27908707e+03 7.03909468e+01
 5.13775155e+01 4.75245729e+02 1.23482734e+00]"
-40644.731429441075,"[6.60287863e+01 4.77435644e+01 7.34792526e+03 6.99673634e+01
 5.37773058e+01 6.27187809e+02 1.56687267e+00]"
-40850.76715580105,"[6.65175219e+01 4.76297135e+01 6.80478838e+03 6.86805712e+01
 5.19969616e+01 4.44468356e+02 1.47572759e+00]"
-41041.2809241425,"[6.61257180e+01 4.78768348e+01 6.51172046e+03 7.11822200e+01
 5.10217690e+01 6.04797243e+02 1.45635466e+00]"
-39843.227089993045,"[6.62436473e+01 4.76609458e+01 1.04509922e+04 6.97994407e+01
 5.07455753e+01 5.19644409e+02 1.54485080e+00]"
-40973.01791854276,"[6.60252465e+01 4.77646075e+01 7.14534164e+03 7.30243072e+01
 5.21239379e+01 6.41252121e+02 1.65909939e+00]"
-40886.70699910022,"[6.57797919e+01 4.75266701e+01 7.25678895e+03 7.12931388e+01
 5.07282089e+01 6.60933841e+02 1.45707797e+00]"
-40527.340270145985,"[6.64256597e+01 4.78807549e+01 8.57773414e+03 7.02335840e+01
 5.03965306e+01 5.60768666e+02 1.52822484e+00]"
-40229.465755047495,"[6.61632289e+01 4.76986932e+01 7.99333365e+03 6.95752615e+01
 5.20381166e+01 6.23610845e+02 1.43403332e+00]"
-40463.49888871927,"[6.64826254e+01 4.75914527e+01 1.10635954e+04 6.97475373e+01
 5.38328591e+01 6.31362938e+02 1.46493158e+00]"
-40720.39820331328,"[6.57906562e+01 4.75824507e+01 8.20567885e+03 6.92612243e+01
 5.47218247e+01 6.75237199e+02 1.61026846e+00]"
-40844.31925496061,"[6.67132916e+01 4.73594724e+01 7.68927472e+03 7.47578831e+01
 5.31117226e+01 5.07330943e+02 1.50566204e+00]"
-40362.80197442447,"[6.62398323e+01 4.76719628e+01 7.38097530e+03 7.07010504e+01
 5.04630319e+01 5.74415358e+02 1.48296258e+00]"
-40997.63100788448,"[6.61382558e+01 4.77202946e+01 6.09920752e+03 7.09017856e+01
 5.61922184e+01 5.97232681e+02 1.75661479e+00]"
-40784.24085602483,"[6.57989030e+01 4.75600523e+01 7.11623058e+03 7.11949161e+01
 5.07284445e+01 6.55099760e+02 1.43980685e+00]"
-41081.96006287456,"[6.66347915e+01 4.74914346e+01 5.98409946e+03 7.14124588e+01
 5.18013055e+01 5.22126911e+02 1.60821096e+00]"
-40191.19636258356,"[6.61019851e+01 4.73846156e+01 7.34782928e+03 6.84107696e+01
 5.18062408e+01 4.54894578e+02 1.44708791e+00]"
-40478.78222703829,"[6.59023027e+01 4.77534053e+01 1.07912037e+04 6.81536584e+01
 5.39646285e+01 6.78263860e+02 1.25139297e+00]"
-40580.66125107318,"[6.64836535e+01 4.75839038e+01 1.10915557e+04 6.97314280e+01
 5.38589615e+01 6.22874592e+02 1.46934187e+00]"
-40371.08790042113,"[6.61670547e+01 4.74106746e+01 6.81374035e+03 7.26942162e+01
 5.16097060e+01 5.29938517e+02 1.39028689e+00]"
-40712.01346916762,"[6.58419609e+01 4.76443435e+01 6.85791636e+03 7.09495043e+01
 5.47153337e+01 5.15479726e+02 1.63038889e+00]"
-40737.35394888377,"[6.63159105e+01 4.73386854e+01 5.41092293e+03 6.99405537e+01
 5.19977698e+01 4.37810912e+02 1.51544915e+00]"
-41079.732746030146,"[6.58415244e+01 4.74008215e+01 6.55552006e+03 7.12654397e+01
 5.32025766e+01 6.37399136e+02 1.60544936e+00]"
-40497.120861654344,"[6.65554144e+01 4.75859977e+01 1.01535386e+04 6.92080734e+01
 5.35312529e+01 5.97282850e+02 1.50640847e+00]"
-40401.44020237735,"[6.62472784e+01 4.77004331e+01 7.31102466e+03 7.06981762e+01
 5.04738506e+01 5.77600614e+02 1.48152323e+00]"
-40679.639688738396,"[6.58604324e+01 4.76544726e+01 7.68540780e+03 6.96627775e+01
 5.41539324e+01 6.53761611e+02 1.57449788e+00]"
-40860.951026877,"[6.63556505e+01 4.73763636e+01 5.42138887e+03 7.16928314e+01
 5.18151220e+01 5.30541207e+02 1.30074561e+00]"
-39771.56460358729,"[6.60716215e+01 4.75755723e+01 1.11570498e+04 6.95975201e+01
 4.97010943e+01 4.58034662e+02 1.57986791e+00]"
-40709.94606456294,"[6.62176402e+01 4.74110263e+01 6.35919487e+03 7.20594929e+01
 5.09420320e+01 5.71626762e+02 1.34759510e+00]"
-40293.14210019035,"[6.60120760e+01 4.74712026e+01 7.05094093e+03 6.90128473e+01
 5.25773909e+01 3.75263596e+02 1.74479471e+00]"
-40770.45729198732,"[6.66431906e+01 4.75437888e+01 7.28534599e+03 6.84259713e+01
 5.25306398e+01 5.10552028e+02 1.58182860e+00]"
-40929.08253214341,"[6.58303539e+01 4.76569268e+01 6.83763673e+03 7.14203803e+01
 5.09272842e+01 6.32052959e+02 1.72735208e+00]"
-40932.233438117415,"[6.57396675e+01 4.75360726e+01 7.20449892e+03 7.12522236e+01
 5.07330922e+01 6.62604516e+02 1.44031257e+00]"
-40136.812488409916,"[6.61205308e+01 4.73840123e+01 7.20698587e+03 6.86507235e+01
 5.18068901e+01 4.60425156e+02 1.43638872e+00]"
-40776.54564771947,"[6.66397713e+01 4.75224751e+01 6.75560074e+03 6.96417882e+01
 5.22337235e+01 5.15264232e+02 1.59256902e+00]"
-40870.331334495306,"[6.62659682e+01 4.75359706e+01 5.81805047e+03 7.10041464e+01
 5.15014946e+01 4.83710368e+02 1.47404550e+00]"
-40693.54892914161,"[6.62008025e+01 4.74762527e+01 6.15897881e+03 7.09985716e+01
 5.23369398e+01 5.87741082e+02 1.53818219e+00]"
-40990.05491377813,"[6.64244403e+01 4.75658973e+01 5.97084529e+03 6.96916866e+01
 5.25551751e+01 4.68919021e+02 1.41826322e+00]"
-40740.54280578697,"[6.61527007e+01 4.76569964e+01 6.50566686e+03 7.23879177e+01
 5.29262731e+01 6.39613440e+02 1.72631141e+00]"
-40962.608770775216,"[6.65952818e+01 4.75270951e+01 6.84870273e+03 7.09519064e+01
 5.24513012e+01 4.75782118e+02 1.49673568e+00]"
-40824.46928801575,"[6.57017952e+01 4.73085085e+01 1.36601237e+04 6.88041463e+01
 4.86839907e+01 4.16854666e+02 1.63548417e+00]"
-40808.35580016581,"[6.62465726e+01 4.72770775e+01 5.41610699e+03 6.96317663e+01
 5.21133403e+01 4.73621885e+02 1.46861976e+00]"
-40071.99314519647,"[6.58771227e+01 4.75547171e+01 8.22495553e+03 6.80178088e+01
 5.34264761e+01 3.07757753e+02 1.82078614e+00]"
-40600.53571181605,"[6.62348036e+01 4.73240248e+01 1.46388896e+04 6.96324322e+01
 5.60810308e+01 6.64128074e+02 1.33085147e+00]"
-40933.625414800845,"[6.58074917e+01 4.76886430e+01 6.17303776e+03 7.11551524e+01
 5.09405018e+01 5.46300026e+02 1.44461024e+00]"
-40727.72577483352,"[6.60034366e+01 4.77362777e+01 6.40296618e+03 7.08033385e+01
 5.14842573e+01 4.10977277e+02 1.68108033e+00]"
-41070.58112367331,"[6.67410723e+01 4.73140367e+01 7.76975240e+03 7.49620506e+01
 5.31648868e+01 5.05135023e+02 1.50038136e+00]"
-40486.71844317294,"[6.62824158e+01 4.76381004e+01 7.07050192e+03 6.96283846e+01
 5.22740428e+01 5.53027238e+02 1.42683766e+00]"
-40900.87427547271,"[6.56697655e+01 4.73540512e+01 7.52106240e+03 7.01784675e+01
 5.62775230e+01 4.93687666e+02 1.72459996e+00]"
-41046.72506442457,"[6.62801017e+01 4.75019834e+01 5.18377170e+03 7.07158592e+01
 5.23355299e+01 5.13216768e+02 1.54637480e+00]"
-40948.84335197645,"[6.63051021e+01 4.74683517e+01 5.13159508e+03 7.11345666e+01
 5.20606006e+01 4.41025668e+02 1.59474685e+00]"
-40919.9974765272,"[6.62909646e+01 4.70999470e+01 5.96393093e+03 7.04380127e+01
 5.11841780e+01 4.48528695e+02 1.46137304e+00]"
-40724.149377559435,"[6.59784062e+01 4.77212299e+01 7.41279883e+03 6.99723494e+01
 5.38473435e+01 6.34991299e+02 1.56909626e+00]"
-40607.69342046362,"[6.60899257e+01 4.77318875e+01 6.91707220e+03 7.06968225e+01
 5.10768791e+01 6.26199544e+02 1.44748069e+00]"
-41076.60552190941,"[6.63792924e+01 4.78416395e+01 6.38719166e+03 7.18409097e+01
 5.15609562e+01 5.48258147e+02 1.43932707e+00]"
-40157.47527721489,"[6.61316248e+01 4.73981894e+01 7.18206519e+03 6.86928900e+01
 5.18008938e+01 4.64147954e+02 1.43742435e+00]"
-40642.3853380619,"[6.64802295e+01 4.75987516e+01 6.62899564e+03 7.09739219e+01
 5.26060196e+01 4.84219316e+02 1.52641235e+00]"
-40104.799667112486,"[6.61040534e+01 4.76460108e+01 8.69532326e+03 7.02323254e+01
 5.28604203e+01 5.25784394e+02 1.66589323e+00]"
-40533.96626653103,"[6.64840254e+01 4.75876371e+01 1.14610912e+04 6.96410785e+01
 5.39770159e+01 6.36244321e+02 1.46672466e+00]"
-40654.676699244934,"[6.65488523e+01 4.76502645e+01 6.96427368e+03 6.96467439e+01
 5.21839972e+01 5.24031216e+02 1.53088714e+00]"
-40732.144021025095,"[6.64061959e+01 4.75038631e+01 5.95651803e+03 6.98109086e+01
 5.23615767e+01 4.66114544e+02 1.42455015e+00]"
-40203.07164958976,"[6.62095747e+01 4.76829181e+01 7.22300721e+03 7.07304969e+01
 5.05132676e+01 5.64145107e+02 1.48058530e+00]"
-40347.18357587002,"[6.60527690e+01 4.77011867e+01 8.29627170e+03 7.25452614e+01
 5.15107359e+01 6.24996996e+02 1.64506195e+00]"
-41001.748342984094,"[6.63606519e+01 4.79785640e+01 6.93249937e+03 7.10143797e+01
 5.14357024e+01 5.45090760e+02 1.64748349e+00]"
-41015.811022007336,"[6.63045875e+01 4.76563037e+01 5.78905202e+03 7.02002620e+01
 5.16418937e+01 4.55117464e+02 1.60461782e+00]"
-40404.953562727635,"[6.60120995e+01 4.77882487e+01 8.12804778e+03 6.93455243e+01
 5.19797553e+01 6.33941317e+02 1.43844896e+00]"
-41014.43899419844,"[6.63623213e+01 4.75170044e+01 5.46798741e+03 7.13318540e+01
 5.39430174e+01 5.70202434e+02 1.75724079e+00]"
-40666.74829355008,"[6.63606416e+01 4.75444662e+01 5.77802082e+03 7.01810768e+01
 5.18334227e+01 4.64794388e+02 1.49444209e+00]"
-40199.54279237878,"[6.62072265e+01 4.75830677e+01 7.47580969e+03 7.08119483e+01
 5.01964063e+01 5.95543931e+02 1.55339016e+00]"
-40565.44144105195,"[6.60954877e+01 4.72007433e+01 6.76983877e+03 7.33152003e+01
 5.16740299e+01 5.24337197e+02 1.29520919e+00]"
-40928.790657459045,"[6.61899804e+01 4.71560875e+01 6.47894801e+03 7.12867453e+01
 5.32219660e+01 6.66794772e+02 1.62762484e+00]"
-40388.00943972893,"[6.62191279e+01 4.76226742e+01 6.64618737e+03 6.98884575e+01
 5.30633015e+01 5.45952631e+02 1.49509418e+00]"
-40825.5454175437,"[6.55956073e+01 4.74895701e+01 7.31187845e+03 7.15075895e+01
 5.06429594e+01 6.47622667e+02 1.81166092e+00]"
-40128.674597772624,"[6.62287246e+01 4.75410555e+01 6.97797200e+03 6.89143073e+01
 5.18199996e+01 4.80911577e+02 1.44531841e+00]"
-41082.71246353202,"[6.59369590e+01 4.79606947e+01 9.42747782e+03 7.35004118e+01
 5.16357609e+01 7.06753835e+02 1.73106820e+00]"
-40684.296605792624,"[6.56767850e+01 4.75007254e+01 7.38026468e+03 7.11044731e+01
 5.20792599e+01 2.27125330e+02 1.74035970e+00]"
-40276.34128832713,"[6.60293981e+01 4.76038766e+01 8.31757617e+03 6.95985778e+01
 5.20582951e+01 6.37869846e+02 1.42732770e+00]"
-41024.1694864665,"[6.56344805e+01 4.76331762e+01 7.41781425e+03 7.06055397e+01
 5.51943603e+01 5.37335255e+02 1.68097011e+00]"
-40964.49023491648,"[6.61181937e+01 4.71245431e+01 6.05597184e+03 7.15501783e+01
 5.05703800e+01 5.25978515e+02 1.31330799e+00]"
-40438.606219107074,"[6.62662233e+01 4.77545271e+01 6.78716116e+03 7.05145146e+01
 5.17586482e+01 4.64603793e+02 1.45993581e+00]"
-40541.7458297823,"[6.56768546e+01 4.77266127e+01 7.87062158e+03 6.90451984e+01
 4.89159435e+01 6.27427886e+02 1.30949892e+00]"
-40739.86485743451,"[6.62357717e+01 4.78221503e+01 6.60101353e+03 7.18506330e+01
 5.18196159e+01 5.83632842e+02 1.58002554e+00]"
-40875.8805941462,"[6.66183432e+01 4.73865411e+01 7.44408648e+03 7.44757388e+01
 5.30301890e+01 5.25729978e+02 1.50095136e+00]"
-40108.728031732724,"[6.59231655e+01 4.74579267e+01 1.22428347e+04 6.92382944e+01
 4.92272316e+01 4.48702905e+02 1.58950423e+00]"
-40050.10360045134,"[6.62241286e+01 4.75591586e+01 8.31870011e+03 6.99054452e+01
 5.08262590e+01 4.61601563e+02 1.53479130e+00]"
-40800.85888096455,"[6.65422736e+01 4.75607364e+01 5.91653558e+03 7.03909634e+01
 5.55347509e+01 4.97400765e+02 1.60569213e+00]"
-40642.1734837775,"[6.57087709e+01 4.73485528e+01 7.14809264e+03 7.06077151e+01
 5.58380936e+01 4.87626476e+02 1.65302566e+00]"
-40678.35592618677,"[6.61898198e+01 4.75606965e+01 5.93495292e+03 7.01154829e+01
 5.17498949e+01 4.22305741e+02 1.63112845e+00]"
-40536.13914066656,"[6.62596979e+01 4.77690179e+01 6.74727201e+03 7.08008284e+01
 5.17717128e+01 4.90110253e+02 1.48566956e+00]"
-40097.2769402219,"[6.63826245e+01 4.73661447e+01 7.82411267e+03 6.84029517e+01
 5.14647371e+01 5.16243901e+02 1.37122096e+00]"
-40195.63460506255,"[6.63148180e+01 4.76088652e+01 7.85820972e+03 6.98056976e+01
 5.20966554e+01 6.13248948e+02 1.42960426e+00]"
-40974.75900086259,"[6.66138034e+01 4.75388006e+01 6.54003566e+03 7.22510512e+01
 5.27611908e+01 4.80239298e+02 1.55204429e+00]"
-40650.54963780384,"[6.63395037e+01 4.75515455e+01 6.36540694e+03 7.19684618e+01
 5.11556796e+01 5.16891098e+02 1.36569535e+00]"
-40854.69839214313,"[6.65436468e+01 4.76591978e+01 6.99827415e+03 6.94380222e+01
 5.21377382e+01 5.27540910e+02 1.52919150e+00]"
-40408.25027180673,"[6.63353818e+01 4.72387437e+01 6.69827848e+03 6.96133119e+01
 5.13367350e+01 4.77953699e+02 1.42297297e+00]"
-40831.52129330339,"[6.62802012e+01 4.77878938e+01 6.16581454e+03 7.06392705e+01
 5.41746617e+01 5.60691439e+02 1.67251566e+00]"
-40824.78447207981,"[6.62637027e+01 4.77995969e+01 6.54600676e+03 7.17536718e+01
 5.17136525e+01 5.84601410e+02 1.56835249e+00]"
-41050.19757223693,"[6.65151333e+01 4.76704120e+01 6.08838204e+03 7.11472785e+01
 5.09156776e+01 5.71311905e+02 1.41924864e+00]"
-40502.14256072817,"[6.59193920e+01 4.75190922e+01 6.70009835e+03 7.12394186e+01
 5.15380459e+01 6.13520241e+02 1.66886914e+00]"
-40713.99010541243,"[6.64630298e+01 4.75623786e+01 7.14382691e+03 7.10043950e+01
 5.27175748e+01 4.38167949e+02 1.53263734e+00]"
-40960.93322729352,"[6.67400024e+01 4.74641351e+01 7.20055278e+03 7.39693369e+01
 5.27654484e+01 5.12118992e+02 1.49612897e+00]"
-41057.86648897861,"[6.61090061e+01 4.75869785e+01 5.97169381e+03 7.09188099e+01
 5.42918987e+01 5.55885369e+02 1.73093323e+00]"
-39758.31521058699,"[6.61971843e+01 4.75209510e+01 8.90573036e+03 6.93962951e+01
 4.90535475e+01 5.59307149e+02 1.43921548e+00]"
-40694.99443276763,"[6.57410967e+01 4.72312897e+01 7.58699957e+03 6.84995868e+01
 5.41360289e+01 6.04188727e+02 1.45889474e+00]"
-40288.99007988547,"[6.57549844e+01 4.74785089e+01 8.69097321e+03 6.73695322e+01
 5.37277359e+01 2.62140080e+02 1.89077744e+00]"
-40855.450325483085,"[6.62025295e+01 4.74695145e+01 6.16062914e+03 7.10012439e+01
 5.22304926e+01 5.87479012e+02 1.53215110e+00]"
-40864.186757868476,"[6.62844741e+01 4.77657952e+01 6.37471771e+03 7.05363773e+01
 5.39181601e+01 5.67178949e+02 1.64253155e+00]"
-40511.70663071875,"[6.61293603e+01 4.77393533e+01 6.90699032e+03 6.94857050e+01
 4.99060724e+01 5.66184675e+02 1.34953007e+00]"
-40543.151254895754,"[6.62674288e+01 4.76848260e+01 6.51841667e+03 7.01012152e+01
 5.14667324e+01 4.67715149e+02 1.31734161e+00]"
-40743.65202228124,"[6.57639717e+01 4.76180660e+01 7.51738907e+03 7.23560934e+01
 5.16957193e+01 6.80037737e+02 1.62632548e+00]"
-40509.313708686976,"[6.61100595e+01 4.76673876e+01 6.52415715e+03 7.06756400e+01
 5.12520477e+01 3.24108703e+02 1.57161870e+00]"
-39725.657455682216,"[6.62115822e+01 4.74722457e+01 9.59144384e+03 6.90284608e+01
 4.73093669e+01 5.50040861e+02 1.36166579e+00]"
-40860.73116797797,"[6.65673541e+01 4.74868872e+01 6.67263902e+03 7.24528645e+01
 5.29691292e+01 4.77579190e+02 1.55886371e+00]"
-40140.437843052045,"[6.63258551e+01 4.75377544e+01 7.08701848e+03 7.02888236e+01
 5.10361020e+01 4.86997740e+02 1.56489050e+00]"
-41076.413740509575,"[6.61880762e+01 4.74317038e+01 5.10645219e+03 7.06455778e+01
 5.23350257e+01 4.81941870e+02 1.55969805e+00]"
-40755.96882868785,"[6.65494984e+01 4.76514995e+01 6.97861138e+03 6.96364314e+01
 5.21912453e+01 5.24032269e+02 1.53021858e+00]"
-41020.4681378158,"[6.61686632e+01 4.77622388e+01 5.47247967e+03 7.06268326e+01
 5.22191795e+01 4.53789386e+02 1.56288518e+00]"
-40581.55940644891,"[6.63732260e+01 4.72713866e+01 6.69859264e+03 6.96605980e+01
 5.14366024e+01 4.84925555e+02 1.42489508e+00]"
-40640.42130534742,"[6.65329086e+01 4.74594823e+01 6.02722838e+03 6.92212856e+01
 4.99141603e+01 3.96602548e+02 1.44945173e+00]"
-40746.27791471088,"[6.62476703e+01 4.77188211e+01 6.16698644e+03 7.10858082e+01
 5.16686370e+01 5.74600860e+02 1.60221414e+00]"
-40376.4294028383,"[6.64978698e+01 4.75121931e+01 7.16854255e+03 6.89954542e+01
 5.14977848e+01 5.25319644e+02 1.38874796e+00]"
-40905.813330762045,"[6.63872798e+01 4.76126740e+01 5.82005465e+03 7.15154036e+01
 5.14885327e+01 4.64196348e+02 1.42680163e+00]"
-40849.274708794146,"[6.64697711e+01 4.76183807e+01 6.54252955e+03 7.09479127e+01
 5.24358842e+01 4.96261474e+02 1.51633578e+00]"
-39965.8566654549,"[6.62726034e+01 4.75529996e+01 8.56695278e+03 6.94878749e+01
 5.01390679e+01 5.87402299e+02 1.40182329e+00]"
-40179.50074330944,"[6.64138160e+01 4.77170220e+01 9.36968963e+03 6.99936235e+01
 5.27035112e+01 5.43630283e+02 1.42481921e+00]"
-40770.516894829,"[6.59046112e+01 4.76271645e+01 6.53738629e+03 7.09790334e+01
 5.40618881e+01 5.34934634e+02 1.60787133e+00]"
-40383.38516009909,"[6.64437089e+01 4.73918167e+01 7.42806977e+03 6.94271010e+01
 5.07367206e+01 5.07952005e+02 1.46213873e+00]"
-40151.44619599565,"[6.57472781e+01 4.75340473e+01 8.59229549e+03 6.78101762e+01
 5.37712942e+01 2.93382367e+02 1.86172413e+00]"
-40883.24147627708,"[6.63011829e+01 4.76901797e+01 6.05808176e+03 7.03381451e+01
 5.27715303e+01 5.61801165e+02 1.55329304e+00]"
